Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Irish School Of Landscape Painting Wicklow,http://www.irishschooloflandscapepainting.com/,+353(0)40442884,-6.125304,53.016423,Wicklow,Ashford,Republic of Ireland
The Ewe Experience - Sculpture Garden,http://www.theewe.com,+353(0)2763840,-9.56193917453754,51.7745060779686,Cork,Glengarriff,Republic of Ireland
University College Cork -UCC,http://www.ucc.ie/en/discover/,+353(0)214901876,-8.492377,51.89182,Cork,Cork,Republic of Ireland
The Sensory Gardens,,+353(0)578731325,-7.34658027116393,52.9153096115356,Laois,Abbeyleix,Republic of Ireland
Ahakista Air India Plane Disaster Memorial,,+353(0)2821489,-9.621448,51.59751,Cork,Ahakista,Republic of Ireland
Carraig Abhainn Gardens,http://westcorkgardentrail.com/gardens/carraig-abhainn-gardens,+353(0)876392477,-9.52148188803164,51.6219248356877,Cork,Bantry,Republic of Ireland
Corlea Bog,http://www.heritageireland.ie/en/midlands-eastcoast/corleatrackwayvisitorcentre/,+353(0)433322386,-7.84329610146244,53.6126805973876,Longford,Keenagh,Republic of Ireland
Delta Sensory Gardens,http://www.deltacentre.ie,+353(0)599130208,-6.9246425595245,52.8447288019187,Carlow,Carlow Town,Republic of Ireland
Derreen Gardens,http://www.derreengarden.com,+353(0)646683588,-9.779933,51.76892,Kerry,Kenmare,Republic of Ireland
Dunsland Garden Centre,http://dunsland-garden-centre.garden-centres.services.cork.tel/,+353(0)214354949,-8.40694043260584,51.9185185065907,Cork,Glanmire,Republic of Ireland
Fairbrook House Gardens,http://www.fairbrook-house.com,+353(0)51384657,-7.26366,52.239728,Waterford,Waterford City,Republic of Ireland
Gash Gardens,http://www.gashgardens.ie/index.html,+353(0)578732247,-7.48750196826176,52.9730192750253,Laois,Castletown,Republic of Ireland
Glebelands and Glebewood Gardens,,+353(0)18256015,-6.459887,53.509006,Meath,Ratoath,Republic of Ireland
Great Famine Garden of Remembrance,http://www.carrickonshannonparish.com/famine.htm,+353(0)719620122,-8.09108428309767,53.9497449220209,Roscommon,Carrick-On-Shannon,Republic of Ireland
Hamwood House and Gardens,http://www.hamwood.ie,+353(0)18255210,-6.513742,53.411268,Meath,Dunboyne,Republic of Ireland
Knockcree Gardens,http://www.dublingardens.com,+353(0)12955884,-6.18208,53.2478,Dublin,Carrickmines,Republic of Ireland
Knockreer House And Gardens,http://www.killarneynationalpark.ie/,+353(0)646635960,-9.524223,52.059266,Kerry,Killarney,Republic of Ireland
Lakemount Gardens,http://www.lakemountgarden.com,+353(0)868110241,-8.406242,51.924447,Cork,Glanmire,Republic of Ireland
Peoples Park and Spire of Loyd,http://visitingkells.ie/,+353(0)469248856,-6.91023055232386,53.7337757075935,Meath,Kells,Republic of Ireland
Millennium Garden of Time,,+353(0)214255100,-7.85444023352388,51.9512426589972,Cork,Youghal,Republic of Ireland
Woodville House Gardens,http://woodvillegardens.ie,+353(0)51422957,-6.930998,52.417182,Wexford,New Ross,Republic of Ireland
Rathmichael Lodge,http://www.dublingardens.com/rathmichael_lodge.html,+353(0)12822203,-6.135553,53.23178,Dublin,Shankill,Republic of Ireland
Shankill Castle Gardens,http://shankillcastle.com/,+353(0)599726145,-7.021813,52.68643,Kilkenny,Paulstown,Republic of Ireland
Shekina Sculpture Garden,http://www.shekinasculpturegarden.com,+353(0)868569106,-6.35104499713576,52.9558907906206,Wicklow,Greenane,Republic of Ireland
Terra Nova Gardens,http://www.terranovagarden.com/,+353(0)6390744,-8.55567482139939,52.4345557100753,Limerick,Kilmallock,Republic of Ireland
The Bay Garden,http://www.thebaygarden.com,+353(0)539383349,-6.43524461439226,52.6102011376396,Wexford,Enniscorthy,Republic of Ireland
The Dillon Garden,http://www.dillongarden.com,+353(0)14971308,-6.24706613491821,53.3213057543533,Dublin,Ranelagh,Republic of Ireland
The Dower House Gardens,http://www.gardensofireland.org/directory/60/,+353(0)40440168,-6.097478,53.00493,Wicklow,Ashford,Republic of Ireland
The Manor Gardens,,+353(0)238845725,-9.05784735401345,51.6877869452079,Cork,Dunmanway,Republic of Ireland
Leighlinbridge - Garden Village,http://carlowtourism.com/leighlinbridge-the-garden-village/,+353(0)866027751,-6.98199635654396,52.7329395590328,Carlow,Leighlinbridge,Republic of Ireland
Tourin House & Gardens,http://www.tourin-house.ie,+353(0)5854405,-7.864189,52.120221,Waterford,Cappoquin,Republic of Ireland
Turlough Park,http://www.museum.ie/en/intro/country-life.aspx,+353(0)949031755,-9.20916124075313,53.8837237727581,Mayo,Castebar,Republic of Ireland
Carlow Community Tourist Office,http://carlowtourism.com/,+353(0)599131554,-6.928256,52.836383,Carlow,Carlow Town,Republic of Ireland
Cashel Heritage Centre -  Visitor Information Point,,+353(0)6261333,-7.88795244376376,52.5168763097183,Tipperary,Cashel,Republic of Ireland
Lodge Park Walled Garden,http://www.steam-museum.ie,+353(0)16288412,-6.597981,53.312241,Kildare,Straffan,Republic of Ireland
Marlay Demesne,http://www.dlrcoco.ie/en/parks-outdoors/parks/marlay-park,+353(0)12054700,-6.27569,53.2796,Dublin,Rathfarnham,Republic of Ireland
Dungarvan Community Tourist Office,,+353(0)5841741,-7.61796264019778,52.0890087175986,Waterford,Dungarvan,Republic of Ireland
Gorey Visitor Information Point,,+353(0)539484520,-6.29425547409493,52.6756590314247,Wexford,Gorey,Republic of Ireland
Listowel Community Tourist Office,,+353(0)6822212,-9.48634734722134,52.4446630464219,Kerry,Listowel,Republic of Ireland
New Ross Visitor Information Point,,+353(0)51425239,-6.94781327116379,52.3935487756114,Wexford,New Ross,Republic of Ireland
Trim Community Tourist Office,,+353(0)469437227,-6.790894,53.554621,Meath,Trim,Republic of Ireland
Chester Beatty,http://www.chesterbeatty.ie,+353(0)14070750,-6.26747279877668,53.3422744636955,Dublin,Dublin City,Republic of Ireland
Cork City and County Archives,,+353(0)214505886,-8.475093,51.90893,Cork,Cork,Republic of Ireland
Pearse Street Library,http://www.dublincity.ie/main-menu-services-recreation-culture-dublin-city-public-libraries-and-archive-locations-hours-19,+353(0)16744888,-6.245275,53.343092,Dublin,Dublin City,Republic of Ireland
Dublin City Archives,http://dublincity.ie/main-menu-services-recreation-culture-dublin-city-public-libraries-and-archive-heritage-and-histo-39,+353(0)16744999,-6.24520129695895,53.3431338541623,Dublin,Dublin City,Republic of Ireland
Kerry Library,http://www.kerrylibrary.ie,+353(0)667121200,-9.698025,52.266939,Kerry,Tralee,Republic of Ireland
Limerick City Library,http://www.limerickcity.ie/library/,+353(0)61314668,-8.62316,52.665574,Limerick,Limerick,Republic of Ireland
Royal Irish Academy,http://www.ria.ie,+353(0)16762570,-6.258085,53.340716,Dublin,Dublin City Centre,Republic of Ireland
The Irish Architectural Archive,http://www.iarc.ie,+353(0)16633040,-6.246843,53.338673,Dublin,Dublin City Centre,Republic of Ireland
Lismore County Library,http://www.waterfordcountylibrary.ie/branchlibraries/lismore/,+353(0)5821377,-7.935046,52.136636,Waterford,Lismore,Republic of Ireland
Waterford Room,http://waterfordlibraries.ie/branches/,+353(0)51849975,-7.11108,52.259561,Waterford,Waterford City,Republic of Ireland
Wexford Town Library,http://www.wexford.ie/library,+353(0)539121637,-6.463811,52.342114,Wexford,Wexford Town,Republic of Ireland
Adelaide Memorial Church,http://www.myshalldrumphea.com/adelaide-church.htm,+353(0)599157671,-6.778635,52.684946,Carlow,Myshall,Republic of Ireland
Borris House,http://www.borrishouse.com,+353(0)599771884,-6.92658286011885,52.5985117624548,Carlow,Borris,Republic of Ireland
Clonmore Castle,,,-6.57500826983641,52.828266508362,Carlow,Clonmore,Republic of Ireland
Duckett's Grove and Walled Gardens,http://carlowtourism.com/ducketts-grove-walled-gardens-and-pleasure-grounds/,+353(0)599131554,-6.81247453967285,52.8571427049421,Carlow,Carlow,Republic of Ireland
Killeshin Romanesque Doorway,,+353(0)599147838,-6.99780767060849,52.8479394850703,Carlow,Killeshin,Republic of Ireland
Milford Mills,http://www.carlowtourism.com,,-6.963554,52.781063,Carlow,Carlow,Republic of Ireland
Ballyhannon Castle,http://www.rentanirishcastle.com/,+353(0)656825640,-8.9083,52.801418,Clare,Quin,Republic of Ireland
Cratloe Woods House,,+353(0)61327028,-8.739989,52.683294,Clare,Cratloe,Republic of Ireland
Ballynacarriga Castle,,+353(0)238833226,-9.031742,51.70554,Cork,Dunmanway,Republic of Ireland
CIT Blackrock Castle Observatory,http://www.bco.ie,+353(0)214357917,-8.402514,51.900235,Cork,Cork City ,Republic of Ireland
Carrigaphooca Castle,,+353(0)2821489,-9.028399,51.908549,Cork,Macroom,Republic of Ireland
City Hall Cork,,+353(0)214966222,-8.465798,51.89706,Cork,Cork City,Republic of Ireland
Conna Castle,,+353(0)214255100,-8.101835,52.094453,Cork,Conna,Republic of Ireland
Coppinger's Court,,+353(0)2821489,-9.066893,51.571314,Cork,Rosscarbery,Republic of Ireland
Dún Na Séad Castle,http://www.baltimorecastle.ie,+353(0)2820735,-9.37312278573608,51.483813612019,Cork,Baltimore,Republic of Ireland
Annes Grove Miniature Castle,http://www.irishlandmark.com,+353(0)16704733,-8.475398,52.200065,Cork,Castletownroche,Republic of Ireland
James O'Keeffe Memorial Institute,,+353(0)2960713,-8.986069,52.210392,Cork,Newmarket,Republic of Ireland
Kanturk Castle,,+353(0)214255100,-8.902906,52.164913,Cork,Kanturk,Republic of Ireland
Kilbolane Castle,,+353(0)214255100,-8.846593,52.338175,Cork,Charleville,Republic of Ireland
Kilcrea Franciscan Friary,,+353(0)214255100,-8.709483,51.859982,Cork,Ovens,Republic of Ireland
Liscarroll Castle,,+353(0)214255100,-8.80323,52.261195,Cork,Liscarroll,Republic of Ireland
Macroom Castle,,+353(0)2821489,-8.961492,51.904995,Cork,Macroom,Republic of Ireland
Mallow Castle,,,-8.63833,52.134496,Cork,Mallow,Republic of Ireland
Monkstown Castle,http://www.monkstowncastle.com/Monkstown_castle_home.htm,+353(0)214255100,-8.34124,51.847925,Cork,Monkstown,Republic of Ireland
Number Four Fenns Quay,,+353(0)214393800,-8.479782,51.898036,Cork,Cork,Republic of Ireland
O'Donovan's Castle,,+353(0)2821489,-9.265794,51.54947,Cork,Drimoleague,Republic of Ireland
St. Mary's Collegiate Church,http://www.youghal.cork.anglican.org,+353(0)2481814,-7.853541,51.955064,Cork,Youghal,Republic of Ireland
Kinsale Museum,http://kinsale.ie/,+353(0)214772234,-8.52435,51.706275,Cork,Kinsale,Republic of Ireland
The Sacred Island,http://www.carrowkeel.com,+353(0)876914583,-8.453649,54.430231,Sligo,Cliffony,Republic of Ireland
Carrickabraghey Castle,http://www.govisitinishowen.com,+353(0)749363451,-7.32617741748049,55.3028034741207,Donegal,Buncrana,Republic of Ireland
Casad Ntsugain,,+353(0)749548770,-8.290862,54.998382,Donegal,Anagry,Republic of Ireland
James Joyce House of the Dead,http://www.jamesjoycehouse.ie,,-6.282819,53.34629,Dublin,Dublin City Centre,Republic of Ireland
Ardgillan Castle and Victorian Gardens,http://www.ardgillancastle.ie/,+353(0)18492212,-6.16,53.586,Dublin,Balbriggan,Republic of Ireland
Bullock Castle,http://www.dlrtourism.com,+353(0)12845066,-6.108629,53.285016,Dublin,Dalkey,Republic of Ireland
Findlater Church,,+353(0)18378600,-6.263976,53.35462,Dublin,Dublin City,Republic of Ireland
Freemasons Hall,http://freemason.ie/,+353(0)16795465,-6.255966,53.34108,Dublin,Dublin City,Republic of Ireland
Kings Inns,http://www.kingsinns.ie,+353(0)18744840,-6.27164607261045,53.3528714206341,Dublin,Dublin City,Republic of Ireland
Malahide Castle and Gardens,http://www.malahidecastleandgardens.ie/,+353(0)18169538,-6.164625,53.444904,Dublin,Malahide,Republic of Ireland
Newbridge House & Farm,http://www.newbridgehouseandfarm.com,+353(0)18436534,-6.167976,53.486394,Dublin,Donabate,Republic of Ireland
Eighty Two Merrion Square,,+353(0)16761173,-6.251328,53.339313,Dublin,Dublin City Centre,Republic of Ireland
O'Connell Bridge,,,-6.25910708052674,53.347291659237,Dublin,Dublin City,Republic of Ireland
Jameson Distillery Bow St.,http://www.jamesonwhiskey.com,+353(0)18072355,-6.27735338438469,53.3483771729928,Dublin,Smithfield Village,Republic of Ireland
Adelaide Road Presbyterian Church,http://www.adelaideroadchurch.ie,+353(0)12694944,-6.258781,53.332501,Dublin,Dublin City,Republic of Ireland
Royal Hospital Kilmainham,http://www.rhk.ie,+353(0)16129900,-6.29972,53.343309,Dublin,Kilmainham,Republic of Ireland
Swords Castle,,+353(0)18905629,-6.220338,53.459928,Dublin,Swords,Republic of Ireland
The Four Courts,http://www.courts.ie/,+353(0)18886000,-6.273526,53.34591,Dublin,Dublin City,Republic of Ireland
Tours Of The Government Buildings,http://www.taoiseach.gov.ie,+353(0)16194116,-6.25366,53.338393,Dublin,Dublin City,Republic of Ireland
Clifden Castle,,+353(0)9521163,-10.054908,53.49103,Galway,Clifden,Republic of Ireland
Galway Arts Centre,http://www.galwayartscentre.ie,+353(0)91565886,-9.057248,53.27094,Galway,Galway City.,Republic of Ireland
Lynchs Castle,,+353(0)91567041,-9.052366,53.273146,Galway,Galway City,Republic of Ireland
Rosserrilly Abbey,http://www.headford.org,+353(0)9335528,-9.131338,53.479576,Galway,Headford,Republic of Ireland
Teach Synge - John Millington Synge's Cottage &  Museum,,+353(0)9973036,-9.593102,53.084461,Galway,Aran Islands,Republic of Ireland
Ballycarbery Castle,,+353(0)646631633,-10.258938,51.94868,Kerry,Cahersiveen,Republic of Ireland
Ballydavid Tower,,+353(0)669151188,-10.3606155084692,52.2200679716875,Kerry,Dingle,Republic of Ireland
Cablemaster's Residence,,+353(0)872225117,-10.289066,51.922393,Kerry,Knightstown,Republic of Ireland
Cathair Chonroí,,,-9.853854,52.203046,Kerry,Camp,Republic of Ireland
Dingle Lighthouse,,,-10.280647,52.144421,Kerry,Dingle,Republic of Ireland
Eask Tower And Hill,,,-10.267375,52.159815,Kerry,Dingle,Republic of Ireland
Fahan Group,,+353(0)669151188,-10.3575648502836,52.1344709483498,Kerry,Dingle,Republic of Ireland
Ferriter's Castle,,+353(0)669151188,-10.453673,52.174639,Kerry,Tralee,Republic of Ireland
Gallarus Castle,http://www.heritageireland.ie/en/south-west/gallarusoratory/,+353(0)669156444,-10.356136,52.175348,Kerry,Ballydavid,Republic of Ireland
Harristown House,http://www.ihh.ie/houses/33/Harristown/index.cfm,+353(0)45483614,-6.691421,53.131719,Kildare,Kilcullen,Republic of Ireland
Kilteel Castle,,+353(0)45521240,-6.52897268255617,53.2356614202553,Kildare,Naas,Republic of Ireland
Maynooth Ecclesiastical Museum,,+353(0)17083576,-6.59773016665644,53.3794966413097,Kildare,Maynooth,Republic of Ireland
Newberry Hall,http://kildare.ie/heritage/historic-sites/details.asp?GCID=84,+353(0)45521240,-6.94837089947509,53.3535122303136,Kildare,Carbury,Republic of Ireland
Granagh Castle,,,-7.160089,52.28079,Kilkenny,Mooncoin,Republic of Ireland
"Edmund Rice Heritage Centre, Callan.",http://edmundrice.net/edmund-rice/heritage-centres#•-westcourt-callan,+353(0)567725993,-7.398398,52.552709,Kilkenny,Callan,Republic of Ireland
Mountmellick Museum,http://www.mountmellickdevelopment.com/museum.htm,+353(0)578624525,-7.32745048941046,53.1120960571724,Laois,Mountmellick,Republic of Ireland
Stradbally Hall and Demesne,http://www.stradballyhall.ie,+353(0)868519272,-7.155561,53.010583,Laois,Stradbally,Republic of Ireland
Costello Chapel,http://www.carrickonshannonparish.com/costello.htm,+353(0)719620170,-8.095414,53.9454,Leitrim,Carrick On Shannon,Republic of Ireland
Bishops Palace Limerick Civic Trust,http://www.limerickcivictrust.ie,+353(0)61313399,-8.625267,52.670433,Limerick,Limerick,Republic of Ireland
Dysert Oenghusa Church And Round Tower,,+353(0)61396255,-8.72139004275898,52.5188615251204,Limerick,Adare,Republic of Ireland
Glenstal Abbey,http://www.glenstal.org,+353(0)61386103,-8.387142,52.661716,Limerick,Murroe,Republic of Ireland
Treaty Stone,http://www.discoverireland.ie/Places-To-Go/Limerick,,-8.626672,52.665125,Limerick,Limerick,Republic of Ireland
Trinitarian Monastery,http://www.adareparish.ie,+353(0)61396172,-8.788871,52.564855,Limerick,Adare,Republic of Ireland
Magdalene Tower,http://www.drogheda.ie,+353(0)419837070,-6.351512,53.718285,Louth,Drogheda,Republic of Ireland
Cong Abbey,http://www.congtourism.com,,-9.286834,53.539946,Mayo,Cong,Republic of Ireland
Dowth,http://www.heritageireland.ie,+353(0)419880300,-6.44807406420364,53.7066200494827,Meath,Donore,Republic of Ireland
Old Coastguard Station,http://www.jamescahill.com/coastguardstation.html,+353(0)949025500,-9.62079706613155,53.8213796657983,Mayo,Westport,Republic of Ireland
Dunmoe Castle,,+353(0)419880300,-6.6368511678429,53.6740992564169,Meath,Navan,Republic of Ireland
Athlumney Castle,,+353(0)419880305,-6.675048,53.650359,Meath,Navan,Republic of Ireland
Rockfleet Castle,http://www.irelandwest.ie,+353(0)9825711,-9.80940353125004,53.7654754077817,Mayo,Westport,Republic of Ireland
Fourknocks Megalithic Passage Tomb,,+353(0)419880305,-6.32544355815753,53.5955164393164,Meath,Ardcath,Republic of Ireland
Partry House,http://www.museumsofmayo.com/partry.htm,+353(0)949543004,-9.262536,53.668525,Mayo,Claremorris,Republic of Ireland
Dardistown Castle,http://www.dardistowncastle.ie,+353(0)419829239,-6.313697,53.664511,Meath,Julianstown,Republic of Ireland
Leap Castle,,+353(0)579131115,-7.808483,53.028087,Tipperary,Roscrea,Republic of Ireland
Ballymote Castle,,+353(0)719161201,-8.519145,54.087412,Sligo,Ballymote,Republic of Ireland
Charleville Castle,http://www.charlevillecastle.com,+353(0)579323040,-7.52792,53.260464,Offaly,Tullamore,Republic of Ireland
Grave of W.B Yeats at Drumcliffe Church,,+353(0)719144956,-8.493269,54.326287,Sligo,Drumcliffe,Republic of Ireland
Elphin Windmill,https://www.facebook.com/ElphinWindmill,,-8.206076,53.851326,Roscommon,Elphin,Republic of Ireland
Saint Patricks Cathedral Trim,,+353(0)469436698,-6.79052,53.558499,Meath,Trim,Republic of Ireland
Ballinafad Castle,,+353(0)719160201,-8.33357321691892,54.0277111937093,Sligo,Ballinafad,Republic of Ireland
Donamon Castle,http://www.aboutireland.ie/donamon-castle.htm,+353(0)906662222,-8.31838583334354,53.6320490122874,Roscommon,Roscommon,Republic of Ireland
Moygara Castle,,+353(0)719160201,-8.52234820141598,53.9957685122137,Sligo,Gurteen,Republic of Ireland
Kevinsfort House,http://www.sligotown.net/kevinsfort-house.shtml,+353(0)868542541,-8.49864348675532,54.2708574773853,Sligo,Sligo Town,Republic of Ireland
Athassel Abbey,http://www.cashel.ie,,-7.97276417993487,52.4754859308582,Tipperary,Golden,Republic of Ireland
Augustinian Abbey Lorrha,,,-8.12199915933229,53.0894139159088,Tipperary,Lorrha,Republic of Ireland
Ballynahow Castle,,,-7.87794993856425,52.6933050801318,,,
Killaghy Castle,,,-7.514416,52.517229,Tipperary,Mullinahone,Republic of Ireland
Redwood Castle,http://www.redwoodcastleireland.com,+353(0)949021375,-8.10580064285272,53.13929090118,Tipperary,North Tipperary,Republic of Ireland
Ballysaggartmore Towers,http://www.visitwaterford.com/,,-7.95875797175835,52.1477364010693,Waterford,Lismore,Republic of Ireland
Cathedral Of Christ The King,http://www.mullingarparish.ie,+353(0)449348338,-7.345466,53.52761,Westmeath,Mullingar,Republic of Ireland
Berkeley Forest House,,+353(0)51421361,-6.87329905285651,52.414025238118,Wexford,New Ross,Republic of Ireland
Ferns Cathedral,,+353(0)539366746,-6.492624,52.590039,Wexford,Ferns,Republic of Ireland
Slade Castle,,,-6.91290783599856,52.135889126944,Wexford,The Hook,Republic of Ireland
The Browne Clayton Monument,https://www.igs.ie/conservation/project/browne-clayton-monument,+353(0)539196267,-6.7725974588169,52.3596671353858,Wexford,Carrigbyrne,Republic of Ireland
Altidore Castle,http://www.ihh.ie/houses/51/Altidore-Castle/index.cfm,+353(0)877601369,-6.138117,53.110615,Wicklow,Kilpedder West,Republic of Ireland
Black Castle Wicklow,,,-6.030574,52.981035,Wicklow,Wicklow Town,Republic of Ireland
Tullow Museum,http://carlowtourism.com/tullow-museum-2/,+353(0)872383515,-6.737951,52.80233,Carlow,Tullow,Republic of Ireland
Cork Public Museum,"http://www.corkheritageopenday.ie/thebuildings/civicbuildings/buildings/mainbody,10640,en.html",+353(0)214270679,-8.49427408465578,51.8963458601857,Cork,Cork City ,Republic of Ireland
Henry Ford Ancestral Site,http://www.lisselan.com/henry-ford-ancestral-site,+353(0)238833249,-8.845009,51.655292,Cork,Clonakilty,Republic of Ireland
Millstreet Museum,http://www.millstreet.ie,+353(0)2970844,-9.067209,52.059733,Cork,Millstreet,Republic of Ireland
Cobh Museum,http://www.cobhmuseum.com,+353(0)214814240,-8.299459,51.849399,Cork,Cobh,Republic of Ireland
West Cork Regional Museum,,+353(0)238833115,-8.894492,51.623211,Cork,Clonakilty,Republic of Ireland
Central Gaeltacht Train Society,,+353(0)749546280,-8.11495955720793,54.8698718909727,Donegal,Fintown,Republic of Ireland
Lough Derg Visitor Centre,,+353(0)719861550,-7.859107,54.606983,Donegal,Pettigo,Republic of Ireland
Geological Museum,http://www.tcd.ie/Geology/about/geologymuseum.php,+353(0)18961477,-6.261219,53.344479,Dublin,Dublin City Centre,Republic of Ireland
National Transport Museum of Ireland,http://www.nationaltransportmuseum.org,+353(0)18320427,-6.079401,53.386105,Dublin,Howth,Republic of Ireland
James Mitchell Museum,http://www.nuigalway.ie/eos/museum/museum.html,+353(0)91492126,-9.060126,53.278255,Galway,Galway,Republic of Ireland
Basement Museum Killorglin,,+353(0)669761353,-9.79509159830445,52.1031831153172,Kerry,Killorglin,Republic of Ireland
Músaem Chorca Dhuibhne - Corca Dhuibhne Regional Museum,http://www.westkerrymuseum.com,+353(0)669156333,-10.406184,52.166482,Kerry,Tralee,Republic of Ireland
Kerry Bog Village Museum,http://www.kerrybogvillage.ie,+353(0)669769184,-9.882359,52.073489,Kerry,Glenbeigh,Republic of Ireland
Tarbert Bridewell Visitor Centre,http://www.tarbertbridewell.com,+353(0)6836500,-9.376447,52.573678,Kerry,Tarbert,Republic of Ireland
Vintage Wireless Museum,,+353(0)6821652,-9.481283,52.448884,Kerry,Listowel,Republic of Ireland
Donaghmore Famine Workhouse Museum,http://donaghmoremuseum.ie,+353(0)868296685,-7.61340406878662,52.8772283186045,Laois,Portlaoise,Republic of Ireland
Irish Palatine Heritage Museum,http://www.irishpalatines.org,+353(0)6963511,-8.94428752513124,52.5255626719074,Limerick,Rathkeale,Republic of Ireland
Kilmallock Museum,http://www.limerick.ie/kilmallock-museum-historic-town-trail,+353(0)6398259,-8.576327,52.401607,Limerick,Kilmallock,Republic of Ireland
Limerick City Museum,http://museum.limerick.ie/,+353(0)61557740,-8.62884345962322,52.6639588321979,Limerick,Limerick City,Republic of Ireland
Roscommon County Museum,http://www.facebook.com/Roscommon-County-Museum-289992691101277/,+353(0)906625613,-8.19105354596331,53.6311779730297,Roscommon,Roscommon Town,Republic of Ireland
Carlow Brewing Company,http://www.carlowbrewing.com,+353(0)599720509,-6.97618150793459,52.6971200437762,Carlow,"Bagenalstown,",Republic of Ireland
Myshall Memorial Church,,,-6.7785814252395,52.6849681162715,Carlow,Myshall,Republic of Ireland
Clare Abbey,,+353(0)656828366,-8.96473655541621,52.8134059632379,Clare,Ennis,Republic of Ireland
Corcomroe Cistercian Abbey,,+353(0)656828366,-9.021957,53.135974,Clare,Ennis,Republic of Ireland
Holy Island,http://www.clare.ie/do/holy-island-inis-cealtra/,+353(0)868749710,-8.53128187237763,52.9106509648133,Clare,Scarriff,Republic of Ireland
Kilrush Heritage Centre,http://www.kilrush.ie,+353(0)659051577,-9.484305,52.637931,Clare,Kilrush,Republic of Ireland
Local Studies Centre,http://www.clarelibrary.ie,+353(0)6846271,-8.984138,52.846203,Clare,Ennis,Republic of Ireland
Brownshill Dolmen,http://carlowtourism.com/brownshill-dolmen-2/,,-6.88106300000004,52.8375706209858,Carlow,Carlow Town,Republic of Ireland
Kinneigh Round Tower,http://www.coppeenheritage.com,+353(0)2646078,-8.977527,51.764024,Cork,Enniskeen,Republic of Ireland
Cahervagliar Fort,http://www.coppeenheritage.com/archives/cahir/index.html,+353(0)2646078,-8.996941,51.792933,Cork,Coppeen,Republic of Ireland
Clonmore Triple Bullaun Stone,http://carlowtourism.com/clonmore-triple-bullaun-stone/,,-6.572374,52.827402,Carlow,Clonmore,Republic of Ireland
Cloyne Round Tower,,+353(0)214255100,-8.120371,51.862105,Cork,Cloyne,Republic of Ireland
Franciscan Abbey Bantry,,,-9.265805,51.549344,Cork,Bantry,Republic of Ireland
James Fort Kinsale,http://www.heritageireland.ie/en/en/south-west/charlesfort/,+353(0)214772234,-8.511882,51.698564,Cork,Kinsale,Republic of Ireland
Kilnaruane Stone,,+353(0)2750229,-9.467422,51.670953,Cork,Bantry,Republic of Ireland
Labbacallee Wedge Tomb,,+353(0)214255100,-8.333788,52.173934,Cork,Fermoy,Republic of Ireland
Lusitania Monument and Graveyard,http://www.cobhharbourchamber.ie,+353(0)214813301,-8.29505,51.850258,Cork,Cobh,Republic of Ireland
Mass Rock Blarney,,+353(0)214255100,-8.668848,51.936962,Cork,Blarney,Republic of Ireland
Michael Collins Birthplace,,+353(0)238833226,-8.98055971689893,51.6165281813525,Cork,Clonakilty,Republic of Ireland
Schull Planetarium,http://www.westcorkweb.ie/planetarium/index.html,+353(0)2828315,-9.54658,51.522335,Cork,Schull,Republic of Ireland
Waterloo Round Tower,,+353(0)214255100,-8.573712,51.954691,Cork,Blarney,Republic of Ireland
West Cork Heritage Centre,,+353(0)238841677,-8.736722,51.747165,Cork,Bandon,Republic of Ireland
Drombeg Stone Circle,,,-9.086958,51.564623,Cork,Glandore,Republic of Ireland
Kealkil Stone Circle,,,-9.370675,51.745546,Cork,Bantry,Republic of Ireland
St. Patrick's Cross Carndonagh,http://www.govisitinishowen.com,+353(0)749363451,-7.3389392760931,55.3629598898307,Donegal,Buncrana,Republic of Ireland
Pettigo War Memorials,,+353(0)749721148,-7.833517,54.548958,Donegal,Pettigo,Republic of Ireland
Arthur Griffith,http://www.visitdublin.com,+353(0)16057700,-6.254252,53.340122,Dublin,Merrion Street,Republic of Ireland
Arthur Wellesley Duke Of Wellington,http://www.visitdublin.com,+353(0)16057700,-6.303231,53.349086,Dublin,Dublin City,Republic of Ireland
Charles Stewart Parnell,,,-6.262251,53.353723,Dublin,Dublin,Republic of Ireland
Edmund Burke,http://www.visitdublin.com,+353(0)16057700,-6.261219,53.344479,Dublin,Dublin,Republic of Ireland
Henry Grattan,http://www.visitdublin.com,+353(0)16057700,-6.260889,53.34435,Dublin,Dublin,Republic of Ireland
James Clarence Mangan,http://www.visitdublin.com,+353(0)16057700,-6.259664,53.338458,Dublin,Dublin,Republic of Ireland
James Larkin,http://www.talkingstatuesdublin.ie/,,-6.25993770402146,53.3490798104862,Dublin,Dublin City,Republic of Ireland
Jeremiah O'Donovan Rossa,http://www.visitdublin.com,+353(0)16057700,-6.259703,53.338446,Dublin,Dublin,Republic of Ireland
Sphere With Sphere,,+353(0)16082320,-6.261219,53.344479,Dublin,Dublin City Centre,Republic of Ireland
William Smith O'Brien Monument,http://www.visitdublin.com,+353(0)16057700,-6.259341,53.348576,Dublin,Dublin,Republic of Ireland
Ardara Heritage Centre,http://ardara.ie/tag/heritage-centre/,+353(0)872424590,-8.41267202579501,54.7620143064199,Donegal,Ardara,Republic of Ireland
The Water Wheels,,+353(0)719851580,-8.19993,54.508857,Donegal,Ballyshannon,Republic of Ireland
Kenmare Stone Circle,,,-9.587922,51.878262,Kerry,Kenmare,Republic of Ireland
